index	title	last_name	first_name	date	num_acts	url
F_86	Crispin musicien	Hauteroche 	"Noël Lebreton, sieur de"	1674	5	http://www.xn--thtre-documentation-cvb0m.com/content/h-0?q=node/386
F_87	Trigaudin ou Martin Braillard	Montfleury	Antoine Jacob dit	1674	5	
F_88	L'Inconnu	Corneille	Thomas	1675	5	http://www.theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLET_INCONNU.xml
F_89	Le Festin de Pierre	Corneille	Thomas	1677	5	http://www.theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLET_FESTINPIERRE.xml
F_90	Crispin gentilhomme	Montfleury	Antoine Jacob dit	1677	5	http://www.xn--thtre-documentation-cvb0m.com/content/crispin-gentilhomme-montfleury
F_91	Les Nobles de Province	Hauteroche 	"Noël Lebreton, sieur de"	1678	5	http://www.xn--thtre-documentation-cvb0m.com/content/h-0?q=node/388
F_92	La Dame médecin	Montfleury	Antoine Jacob dit	1678	5	
F_94	La Veuve 	Corneille	Pierre	1682	5	http://www.theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLEP_VEUVE.xml
F_95	Don Garcie De Navarre	Moliere		1682	5	http://www.theatre-classique.fr/pages/programmes/edition.php?t=../documents/MOLIERE_DOMGARCIEDENAVARRE.xml
F_96	La Rapinière	Robbe	Jacques 	1682	5	http://www.theatre-classique.fr/pages/programmes/edition.php?t=../documents/BARQUEBOIS_RAPINIERE.xml
F_97	Le Parisien	Champmeslé		1682	5	
F_98	La Comédie Sans Titre ou Mercure galant	Boursault 	Edme	1683	5	http://www.theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOURSAULT_COMEDIESANSTITRE.xml
F_99	Ragotin ou le Roman comique        	la Fontaine 	Jean de 	1684	5	http://www.theatre-classique.fr/pages/programmes/edition.php?t=../documents/LAFONTAINE_RAGOTIN.xml
F_100	L'Esprit follet ou la Dame invisible 	Hauteroche 	"Noël Lebreton, sieur de"	1684	5	http://www.xn--thtre-documentation-cvb0m.com/content/h-0?q=node/382
F_102	Le Jaloux	Baron		1687	5	http://www.xn--thtre-documentation-cvb0m.com/content/baron-michel?q=node/39
F_103	Les Noces De Vaugirard	Discret	L. C. 	1688	5	http://www.theatre-classique.fr/pages/programmes/edition.php?t=../documents/DISCRET_NOCESDEVAUGIRARD.xml
F_104	Les Bourgeoises de qualité	Hauteroche 	"Noël Lebreton, sieur de"	1690	5	http://www.xn--thtre-documentation-cvb0m.com/content/h-0?q=node/379
F_105	Les Fables d'Ésope	Boursault	Edme	1690	5	http://www.xn--thtre-documentation-cvb0m.com/content/boursault-edme?q=node/60
F_106	Phaéton	Boursault	Edme	1691	5	http://www.xn--thtre-documentation-cvb0m.com/content/boursault-edme?q=node/66
F_107	Le Joueur	Regnard	Jean-François	1692	5	http://www.theatre-classique.fr/pages/programmes/edition.php?t=../documents/REGNARD_JOUEUR.xml
F_108	La Prude du temps ou Les Saturnales 	Palaprat	"Jean de, sieur de Bigo"	1693	5	
F_305	Le Flatteur	Rousseau	Jean-Baptiste	1694	5	
F_109	Les Dames vengées	Corneille	Thomas	1695	5	
F_110	"Nouveau Prologue, Et Nouveaux Divertissement POUR LA COMÉDIE DE L'INCONNU"	Dancourt 	Florent Carton dit	1697	5	http://www.theatre-classique.fr/pages/programmes/edition.php?t=../documents/DANCOURT_INCONNU.xml
F_111	Le Distrait	Regnard	Jean-François	1697	5	http://www.theatre-classique.fr/pages/programmes/edition.php?t=../documents/REGNARD_DISTRAIT.xml
F_112	Les Enfants de Paris ou la Famille à la mode	Dancourt 	Florent Carton dit	1699	5	http://www.theatre-classique.fr/pages/programmes/edition.php?t=../documents/DANCOURT_ENFANTSDEPARIS.xml
F_113	Démocrite amoureux	Regnard	Jean-François	1700	5	http://www.theatre-classique.fr/pages/programmes/edition.php?t=../documents/REGNARD_DEMOCRITE.xml
F_114	Le Capricieux ou les Apparences trompeuses	Rousseau	Jean-Baptiste	1700	5	
F_115	L'Andrienne	Baron		1703	5	http://www.xn--thtre-documentation-cvb0m.com/content/baron-michel?q=node/38
F_116	Le Légataire Universel	Regnard	Jean-François	1704	5	http://www.theatre-classique.fr/pages/programmes/edition.php?t=../documents/REGNARD_LEGATAIRE.xml
F_117	Les Ménechmes ou les Jumeaux        	Regnard	Jean-François	1705	5	http://www.theatre-classique.fr/pages/programmes/edition.php?t=../documents/REGNARD_MENECHMES.xml
F_118	Adelphes ou L'École des pères	Baron		1705	5	http://www.xn--thtre-documentation-cvb0m.com/content/baron-michel?q=node/41
F_119	La Trahison Punie	Dancourt 	Florent Carton dit	1707	5	http://www.theatre-classique.fr/pages/programmes/edition.php?t=../documents/DANCOURT_TRAHISONPUNIE.xml
F_120	Madame Artus	Dancourt 	Florent Carton dit 	1708	5	http://www.theatre-classique.fr/pages/programmes/edition.php?t=../documents/DANCOURT_MADAMEARTUS.xml
F_121	Le Jaloux désabusé 	Campistron	Jean Galbert de	1709	5	http://www.xn--thtre-documentation-cvb0m.com/content/campistron-jean-galbert-de?q=node/110
F_122	Le Curieux impertinent 	Néricault Destouches	Philippe	1710	5	http://www.xn--thtre-documentation-cvb0m.com/content/le-curieux-impertinent-destouches
F_123	Sancho Pança Gouverneur	Dancourt 	Florent Carton dit	1712	5	http://www.theatre-classique.fr/pages/programmes/edition.php?t=../documents/DANCOURT_SANCHO.xml
F_124	L’Ingrat	Nericault-Destouches	Philppe	1712	5	http://www.xn--thtre-documentation-cvb0m.com/content/l%E2%80%99ingrat-destouches
F_125	L’Irrésolu	Nericault-Destouches	Philppe	1713	5	http://www.xn--thtre-documentation-cvb0m.com/content/l%E2%80%99irr%C3%A9solu-destouches
F_126	Le Médisant	Nericault-Destouches	Philppe	1715	5	http://www.xn--thtre-documentation-cvb0m.com/content/le-m%C3%A9disant-destouches.
F_128	La Réconciliation Normande        	Du Fresny	Charles 	1719	5	http://www.theatre-classique.fr/pages/programmes/edition.php?t=../documents/DUFRESNY_RECONCILIATIONNORMANDE.xml
F_303	"La Famille ridicule, comédie messine"	Bouy		1720	5	
F_129	L'Impatient	Boissy	Louis de	1724	5	
F_130	Le Philosophe marié	Nericault-Destouches	Philppe	1727	5	http://www.xn--thtre-documentation-cvb0m.com/content/le-philosophe-mari%C3%A9-destouches.
F_131	Les Fils ingrats ou L'École des Pères	Piron	Alexis	1728	5	http://www.theatre-classique.fr/pages/programmes/edition.php?t=../documents/PIRON_ECOLEPERES.xml
F_133	Les Philosophes amoureux	Nericault-Destouches	Philppe	1729	5	http://www.xn--thtre-documentation-cvb0m.com/content/les-philosophes-amoureux-destouches
F_134	L'Impertinent malgré lui	Boissy	Louis de	1729	5	http://www.xn--thtre-documentation-cvb0m.com/content/limpertinent-malgr%C3%A9-lui-louis-de-boissy
F_135	Le Faux Sincère	Du Fresny	Charles 	1731	5	http://www.theatre-classique.fr/pages/programmes/edition.php?t=../documents/DUFRESNY_FAUXSINCERE.xml
F_136	L'Homme Du Jour	Boissy	Louis 	1732	5	http://www.theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOISSY_HOMMEDUJOUR.xml
F_137	Le Glorieux	Nericault-Destouches	Philppe	1732	5	http://www.theatre-classique.fr/pages/programmes/edition.php?t=../documents/NERICAULT_GLORIEUX.xml
F_138	Le Préjugé À La Mode	Nivelle de la Chaussée	Pierre Claude	1735	5	http://www.theatre-classique.fr/pages/programmes/edition.php?t=../documents/NIVELLE_PREJUGEALAMODE.xml
